2024-03-30T18:30:29 | june-exec | server-02-main | 192.168.1.188 | wmic memorychip get capacity | executed | success |
2024-03-20T16:04:35 | dean-admin | server-02-main | 192.168.1.120 | wmic os get csname | executed | success |
2024-03-20T16:00:45 | sophie-engineering | engineering-02-main | 192.168.1.120 | wmic pathcimv2 win32_baseboard get product | executed | success |
2024-03-20T15:51:32 | dean-admin | server-01-main | 192.168.1.129 | wmic environment get description | executed | success |
2024-03-20T15:22:59 | claire-exec | server-02-main | 192.168.1.129 | wmic bios get version | executed | success |
2024-03-20T14:59:18 | bill-exec | server-01-main | 192.168.1.138 | wmic productcall get description | executed | success |
2024-03-20T14:15:59 | sophie-engineering | engineering-01-main | 192.168.1.176 | wmic csproduct get vendor | executed | success |
2024-03-20T13:56:20 | june-exec | server-02-main | 192.168.1.162 | wmic path list full | executed | success |
2024-03-20T13:45:28 | dean-admin | server-01-main | 192.168.1.152 | wmic process get Caption | executed | success |
2024-03-20T13:38:22 | claire-exec | server-01-main | 192.168.1.143 | wmic printerconfig get caption | executed | success |
2024-03-20T13:25:56 | dean-admin | server-02-main | 192.168.1.130 | wmic netuse get localname | executed | success |
2024-03-20T13:12:56 | bill-exec | server-02-main | 192.168.1.191 | wmic timezonecall get caption | executed | success |
2024-03-20T13:00:29 | dean-admin | server-02-main | 192.168.1.198 | wmic printer where "default='true'" get name | executed | success |
2024-03-20T12:35:12 | sophie-engineering | engineering-01-main | 192.168.1.122 | wmic startup get | executed | success |
2024-03-20T11:55:46 | dean-admin | server-01-main | 192.168.1.145 | wmic netuse get name, username | executed | success |
2024-03-20T11:53:47 | claire-exec | server-02-main | 192.168.1.184 | wmic qfe get caption | executed | success |
2024-03-20T11:24:33 | bill-exec | server-01-main | 192.168.1.159 | wmic oscall get lastbootuptime | executed | success |
2024-03-20T11:01:24 | sophie-engineering | engineering-02-main | 192.168.1.163 | wmic process list brief | executed | success |
2024-03-20T10:45:18 | dean-admin | server-01-main | 192.168.1.191 | wmic logicaldisk get caption | executed | success |
2024-03-20T10:09:12 | claire-exec | server-01-main | 192.168.1.172 | wmic netuse get name | executed | success |
2024-03-20T09:58:29 | june-exec | server-01-main | 192.168.1.139 | wmic bios get serialnumber | executed | success |
2024-03-20T09:38:27 | sophie-engineering | engineering-01-main | 192.168.1.177 | wmic path win32_battery get estimatedchargeremaining | executed | success |
2024-03-20T09:36:38 | sophie-engineering | engineering-01-main | 192.168.1.192 | wmic qfe get | executed | success |
2024-03-20T09:35:09 | bill-exec | server-02-main | 192.168.1.197 | wmic nicconfigcall get ipaddress | executed | success |
2024-03-20T09:20:14 | dean-admin | server-01-main | 192.168.1.143 | wmic cpu get name, maxclockspeed | executed | success |
2024-03-20T08:43:46 | dean-admin | server-01-main | 192.168.1.135 | wmic logicaldisk where "DeviceID='\\.\PHYSICALDRIVE2:'" get freespace | executed | success |
2024-03-20T08:34:38 | claire-exec | server-02-main | 192.168.1.120 | wmic nicconfig get ipaddress | executed | success |
2024-03-20T08:15:32 | dean-admin | server-01-main | 192.168.1.135 | wmic useraccount list full | executed | success |
2024-03-20T08:12:49 | sophie-engineering | engineering-01-main | 192.168.1.105 | wmic logicaldisk get deviceid | executed | success |
2024-03-20T07:55:21 | dean-admin | server-02-main | 192.168.1.149 | wmic cpu get NumberOfCores | executed | success |
2024-03-20T07:52:22 | sophie-engineering | engineering-02-main | 192.168.1.188 | wmic bios get version | executed | success |
2024-03-20T07:51:34 | june-exec | server-01-main | 192.168.1.188 | wmic cpu get caption | executed | success |
2024-03-20T07:43:44 | bill-exec | server-01-main | 192.168.1.187 | wmic printergetcall get name | executed | success |
2024-03-20T07:02:33 | dean-admin | server-02-main | 192.168.1.166 | wmic path win32_videocontroller get name | executed | success |
2024-03-20T06:40:14 | dean-admin | server-01-main | 192.168.1.120 | wmic netlogin where (name like "DEAN\%" or name like "Admin\%") get name, lastlogontimestamp | executed | success |
2024-03-20T03:21:06 | june-exec | server-02-main | 192.168.1.177 | wmic netlogin get name | executed | success |
2024-03-20T00:47:54 | june-exec | server-01-main | 192.168.1.104 | wmic diskdrive get status | executed | success |
2024-03-19T21:14:10 | dean-admin | server-01-main | 192.168.1.115 | wmic startup get caption | executed | success |
2024-03-19T18:52:14 | dean-admin | server-01-main | 192.168.1.158 | wmic service get pathname, startname, startmode | executed | success |
2024-03-19T18:30:29 | sophie-engineering | engineering-01-main | 192.168.1.148 | wmic CPU get Name | executed | success |
2024-03-19T18:09:52 | dean-admin | server-02-main | 192.168.1.144 | wmic logicaldisk get size | executed | success |
2024-03-19T18:02:19 | claire-exec | server-02-main | 192.168.1.121 | wmic process get caption | executed | success |
2024-03-19T17:42:32 | bill-exec | server-02-main | 192.168.1.128 | wmic diskdrive get name | executed | success |
2024-03-19T17:28:44 | claire-exec | server-01-main | 192.168.1.142 | wmic cpu get caption | executed | success |
2024-03-19T16:59:33 | sophie-engineering | engineering-02-main | 192.168.1.189 | wmic fan get status | executed | success |
2024-03-19T16:50:32 | june-exec | server-02-main | 192.168.1.125 | wmic os get lastbootuptime | executed | success |
2024-03-19T16:45:55 | claire-exec | server-01-main | 192.168.1.167 | wmic os get freephysicalmemory | executed | success |
2024-03-19T16:45:12 | sophie-engineering | engineering-02-main | 192.168.1.187 | wmic NIC get Name | executed | success |
2024-03-19T16:27:35 | dean-admin | server-01-main | 192.168.1.178 | wmic diskdrive get model | executed | success |
2024-03-19T16:18:55 | bill-exec | server-01-main | 192.168.1.116 | wmic os get lastbootuptime | executed | success |
2024-03-19T15:43:09 | dean-admin | server-02-main | 192.168.1.123 | wmic os get version | executed | success |
2024-03-19T15:33:10 | claire-exec | server-02-main | 192.168.1.110 | wmic nic get description | executed | success |
2024-03-19T15:30:40 | dean-admin | server-01-main | 192.168.1.132 | wmic printer get name, portname | executed | success |
2024-03-19T15:28:52 | dean-admin | server-01-main | 192.168.1.105 | wmic bios get serialnumber | executed | success |
2024-03-19T14:55:27 | bill-exec | server-02-main | 192.168.1.170 | wmic printer get name, status | executed | success |
2024-03-19T14:35:21 | june-exec | server-01-main | 192.168.1.141 | wmic cpu get name | executed | success |
2024-03-19T14:29:06 | claire-exec | server-01-main | 192.168.1.188 | wmic product get name | executed | success |
2024-03-19T14:20:55 | sophie-engineering | engineering-02-main | 192.168.1.177 | wmic BIOS get SerialNumber | executed | success |
2024-03-19T13:43:17 | dean-admin | server-01-main | 192.168.1.135 | wmic startupcommand get command, location | executed | success |
2024-03-19T13:30:49 | bill-exec | server-01-main | 192.168.1.189 | wmic nicconfig get description | executed | success |
2024-03-19T13:15:27 | dean-admin | server-01-main | 192.168.1.121 | wmic service where "StartMode='Auto'" get name, startmode | executed | success |
2024-03-19T13:14:42 | claire-exec | server-02-main | 192.168.1.124 | wmic logicaldisk get size | executed | success |
2024-03-19T12:34:28 | dean-admin | server-01-main | 192.168.1.171 | wmic cpu get name, numberofcores | executed | success |
2024-03-19T12:25:07 | dean-admin | server-01-main | 192.168.1.150 | wmic service where started=true get name, startname | executed | success |
2024-03-19T12:20:17 | june-exec | server-02-main | 192.168.1.180 | wmic memorychip get capacity | executed | success |
2024-03-19T12:11:42 | sophie-engineering | engineering-01-main | 192.168.1.113 | wmic DiskDrive get Model | executed | success |
2024-03-19T12:07:59 | claire-exec | server-01-main | 192.168.1.177 | wmic bios get version | executed | success |
2024-03-19T12:06:12 | bill-exec | server-01-main | 192.168.1.148 | wmic product get name | executed | success |
2024-03-19T11:25:52 | dean-admin | server-01-main | 192.168.1.110 | wmic logicaldisk where "Size>1000000000" get caption, size | executed | success |
2024-03-19T11:12:47 | dean-admin | server-01-main | 192.168.1.106 | wmic bios get serialnumber | executed | success |
2024-03-19T10:56:31 | claire-exec | server-02-main | 192.168.1.105 | wmic service get name | executed | success |
2024-03-19T10:45:00 | dean-admin | server-01-main | 192.168.1.114 | wmic service where started=true get name, startname | executed | success |
2024-03-19T10:41:34 | bill-exec | server-02-main | 192.168.1.106 | wmic cpu get name | executed | success |
2024-03-19T10:12:54 | june-exec | server-01-main | 192.168.1.196 | wmic logicaldisk get size,freespace,caption | executed | success |
2024-03-19T10:05:58 | dean-admin | server-02-main | 192.168.1.115 | wmic service get name, caption, state | executed | success |
2024-03-19T09:55:33 | sophie-engineering | engineering-02-main | 192.168.1.156 | wmic OS get Caption | executed | success |
2024-03-19T09:42:53 | claire-exec | server-01-main | 192.168.1.132 | wmic computersystem get username | executed | success |
2024-03-19T09:40:16 | dean-admin | server-01-main | 192.168.1.199 | wmic process where "ExecutablePath='C:\\Windows\\System32\\notepad.exe'" get processid | executed | success |
2024-03-19T09:16:56 | bill-exec | server-01-main | 192.168.1.163 | wmic os get username | executed | success |
2024-03-19T08:55:21 | dean-admin | server-01-main | 192.168.1.152 | wmic cpu get name | executed | success |
2024-03-19T08:33:06 | dean-admin | server-02-main | 192.168.1.192 | wmic service where "startmode='auto'" get caption, state | executed | success |
2024-03-19T08:19:27 | claire-exec | server-02-main | 192.168.1.120 | wmic qfe get hotfixid | executed | success |
2024-03-19T08:05:42 | june-exec | server-02-main | 192.168.1.150 | wmic nic get name,macaddress | executed | success |
2024-03-19T07:59:58 | dean-admin | server-02-main | 192.168.1.196 | wmic product get Name | executed | success |
2024-03-19T07:52:18 | bill-exec | server-01-main | 192.168.1.182 | wmic memorychip get capacity | executed | success |
2024-03-19T07:42:21 | sophie-engineering | engineering-01-main | 192.168.1.104 | wmic MemoryChip get Capacity | executed | success |
2024-03-19T07:10:59 | claire-exec | server-01-main | 192.168.1.156 | wmic startup get caption | executed | success |
2024-03-19T05:59:17 | dean-admin | server-01-main | 192.168.1.105 | wmic datafile where name="C:\\Program Files" get | executed | success |
2024-03-18T23:30:15 | sophie-engineering | engineering-01-main | 192.168.1.116 | wmic ComputerSystem get Manufacturer | executed | success |
2024-03-18T22:40:29 | june-exec | server-01-main | 192.168.1.118 | wmic bios get serialnumber | executed | success |
2024-03-18T21:15:09 | sophie-engineering | engineering-02-main | 192.168.1.185 | wmic QFE get HotFixID | executed | success |
2024-03-18T20:23:15 | june-exec | server-02-main | 192.168.1.178 | wmic qfe get csname,hotfixid,installedon | executed | success |
2024-03-18T19:57:47 | claire-exec | server-02-main | 192.168.1.165 | wmic process list full | executed | success |
2024-03-18T18:59:54 | sophie-engineering | engineering-01-main | 192.168.1.129 | wmic LogicalDisk get Size | executed | success |
2024-03-18T18:59:29 | dean-admin | server-01-main | 192.168.1.150 | wmic os get lastbootuptime | executed | success |
2024-03-18T18:57:42 | dean-admin | server-01-main | 192.168.1.156 | wmic netlogin get lastlogontimestamp | executed | success |
2024-03-18T18:55:30 | dean-admin | server-02-main | 192.168.1.118 | wmic nicconfig where "IPAddress!='192.168.1.110'" get caption, ipaddress | executed | success |
2024-03-18T18:53:37 | bill-exec | server-02-main | 192.168.1.157 | wmic qfe get description | executed | success |
2024-03-18T18:41:23 | claire-exec | server-01-main | 192.168.1.113 | wmic cpu get loadpercentage | executed | success |
2024-03-18T18:16:02 | june-exec | server-01-main | 192.168.1.135 | wmic product get name,version,vendor | executed | success |
2024-03-18T18:10:45 | dean-admin | server-02-main | 192.168.1.116 | wmic bios get serialnumber | executed | success |
2024-03-18T17:58:10 | dean-admin | server-02-main | 192.168.1.116 | wmic logicaldisk where "DriveType=3" get deviceid, freespace | executed | success |
2024-03-18T17:55:10 | dean-admin | server-01-main | 192.168.1.147 | wmic nteventlog where logfileName="Application" list brief | executed | success |
2024-03-18T17:33:55 | claire-exec | server-02-main | 192.168.1.197 | wmic os get serialnumber | executed | success |
2024-03-18T17:28:59 | bill-exec | server-01-main | 192.168.1.137 | wmic startup get caption | executed | success |
2024-03-18T16:50:58 | dean-admin | server-01-main | 192.168.1.197 | wmic pagefile list /format:list | executed | success |
2024-03-18T16:40:41 | sophie-engineering | engineering-02-main | 192.168.1.134 | wmic Printer get Name | executed | success |
2024-03-18T16:22:10 | claire-exec | server-01-main | 192.168.1.146 | wmic nic get index | executed | success |
2024-03-18T16:18:48 | dean-admin | server-01-main | 192.168.1.145 | wmic service where name=”notepad.exe” call stopservice | executed | success |
2024-03-18T16:04:22 | bill-exec | server-02-main | 192.168.1.131 | wmic bios get version | executed | success |
2024-03-18T16:02:49 | june-exec | server-02-main | 192.168.1.169 | wmic startup get caption,command | executed | success |
2024-03-18T15:23:03 | dean-admin | server-01-main | 192.168.1.113 | wmic process list brief | executed | success |
2024-03-18T15:15:28 | claire-exec | server-02-main | 192.168.1.151 | wmic product get vendor | executed | success |
2024-03-18T14:39:44 | bill-exec | server-02-main | 192.168.1.195 | wmic logicaldisk get size | executed | success |
2024-03-18T14:32:45 | dean-admin | server-01-main | 192.168.1.187 | wmic bios get serialnumber | executed | success |
2024-03-18T14:22:30 | sophie-engineering | engineering-02-main | 192.168.1.170 | wmic UserAccount get Name | executed | success |
2024-03-18T14:05:45 | dean-admin | server-02-main | 192.168.1.126 | wmic process list brief | executed | success |
2024-03-18T14:04:51 | dean-admin | server-02-main | 192.168.1.126 | wmic os get localdatetime, LastBootUpTime | executed | success |
2024-03-18T14:04:36 | claire-exec | server-01-main | 192.168.1.107 | wmic logicaldisk get description | executed | success |
2024-03-18T13:50:37 | june-exec | server-01-main | 192.168.1.159 | wmic printer get name,default | executed | success |
2024-03-18T13:15:06 | bill-exec | server-01-main | 192.168.1.111 | wmic printerservice get name | executed | success |
2024-03-18T12:52:09 | claire-exec | server-02-main | 192.168.1.193 | wmic bios get serialnumber | executed | success |
2024-03-18T12:45:57 | dean-admin | server-01-main | 192.168.1.155 | wmic nicconfig get caption, ipaddress | executed | success |
2024-03-18T12:45:22 | dean-admin | server-01-main | 192.168.1.155 | wmic os get lastbootuptime | executed | success |
2024-03-18T11:50:28 | bill-exec | server-01-main | 192.168.1.123 | wmic netlogin get name | executed | success |
2024-03-18T11:42:24 | june-exec | server-02-main | 192.168.1.125 | wmic service get name,startmode | executed | success |
2024-03-18T11:37:54 | claire-exec | server-01-main | 192.168.1.195 | wmic service get pathname | executed | success |
2024-03-18T10:45:27 | dean-admin | server-01-main | 192.168.1.150 | wmic process list | executed | success |
2024-03-18T10:44:16 | dean-admin | server-01-main | 192.168.1.122 | wmic service where 'name like "%sql%"' get  name, startname /format:htable >out.html && out.html | executed | success |
2024-03-18T10:43:51 | dean-admin | server-01-main | 192.168.1.122 | wmic service where started=true get name, startname | executed | success |
2024-03-18T10:31:52 | dean-admin | server-01-main | 192.168.1.135 | wmic process list full | executed | success |
2024-03-18T10:29:26 | claire-exec | server-02-main | 192.168.1.184 | wmic computersystem get numberofprocessors | executed | success |
2024-03-18T10:25:51 | bill-exec | server-02-main | 192.168.1.146 | wmic group get name | executed | success |
2024-03-18T10:17:49 | dean-admin | server-01-main | 192.168.1.135 | wmic nteventlog where logfileName="Application" get Name, fileSize, NumberOFRecords | executed | success |
2024-03-18T09:55:22 | sophie-engineering | engineering-01-main | 192.168.1.122 | wmic CPU get NumberOfCores | executed | success |
2024-03-18T09:35:21 | dean-admin | server-02-main | 192.168.1.156 | wmic service where name="wuauserv" call startservice | executed | success |
2024-03-18T09:30:12 | june-exec | server-01-main | 192.168.1.185 | wmic netlogin get name,lastlogon | executed | success |
2024-03-18T09:20:58 | dean-admin | server-02-main | 192.168.1.114 | wmic process call create "notepad.exe" | executed | success |
2024-03-18T09:18:48 | claire-exec | server-01-main | 192.168.1.118 | wmic qfe get servicepackineffect | executed | success |
2024-03-18T09:15:40 | dean-admin | server-02-main | 192.168.1.120 | wmic service where started=true get name, startname | executed | success |
2024-03-18T09:02:14 | dean-admin | server-02-main | 192.168.1.116 | wmic logicaldisk get Size | executed | success |
2024-03-18T09:01:13 | bill-exec | server-01-main | 192.168.1.120 | wmic service get name | executed | success |
2024-03-18T08:43:46 | dean-admin | server-01-main | 192.168.1.100 | wmic logicaldisk where "DeviceID='\\.\PHYSICALDRIVE2:'" get freespace | executed | success |
2024-03-18T08:15:32 | dean-admin | server-01-main | 192.168.1.135 | wmic useraccount list full | executed | success |
2024-03-18T08:12:04 | dean-admin | server-01-main | 192.168.1.178 | wmic os get lastbootuptime | executed | success |
2024-03-18T07:55:18 | sophie-engineering | engineering-01-main | 192.168.1.130 | wmic temperature get currentreading | executed | success |
2024-03-18T07:53:27 | claire-exec | server-02-main | 192.168.1.102 | wmic startup get location | executed | success |
2024-03-18T07:40:18 | sophie-engineering | engineering-01-main | 192.168.1.181 | wmic NIC get MACAddress | executed | success |
2024-03-18T07:36:35 | bill-exec | server-02-main | 192.168.1.103 | wmic partition get name | executed | success |
2024-03-18T07:25:59 | june-exec | server-02-main | 192.168.1.129 | wmic process get caption,processid | executed | success |
2024-03-18T05:25:14 | sophie-engineering | engineering-02-main | 192.168.1.126 | wmic Printer get Network | executed | success |
2024-03-18T03:17:59 | dean-admin | server-01-main | 192.168.1.129 | wmic startup get caption, command | executed | success |
2024-03-17T22:10:47 | june-exec | server-01-main | 192.168.1.156 | wmic share get name,path | executed | success |
2024-03-17T21:58:02 | dean-admin | server-02-main | 192.168.1.191 | wmic printer get name, drivername | executed | success |
2024-03-17T20:03:34 | june-exec | server-02-main | 192.168.1.199 | wmic partition get name,size,freespace | executed | success |
2024-03-17T19:48:13 | dean-admin | server-01-main | 192.168.1.126 | wmic logicaldisk get name,size,freespace | executed | success |
2024-03-17T19:42:14 | claire-exec | server-01-main | 192.168.1.177 | wmic process call create "notepad.exe" | executed | success |
2024-03-17T19:38:52 | dean-admin | server-01-main | 192.168.1.125 | wmic printjob where totalpages>100 get | executed | success |
2024-03-17T19:37:54 | bill-exec | server-02-main | 192.168.1.152 | wmic sysdriver get displayname | executed | success |
2024-03-17T18:55:28 | dean-admin | server-02-main | 192.168.1.175 | wmic nteventlog where "logfile='System'" get filename, maximumsize, recordcount | executed | success |
2024-03-17T18:29:36 | claire-exec | server-02-main | 192.168.1.134 | wmic cpu get maxclockspeed | executed | success |
2024-03-17T18:13:17 | bill-exec | server-01-main | 192.168.1.174 | wmic startupcommand get command | executed | success |
2024-03-17T18:10:09 | sophie-engineering | engineering-01-main | 192.168.1.142 | wmic OS get Version | executed | success |
2024-03-17T18:08:22 | dean-admin | server-02-main | 192.168.1.169 | wmic process call create "calc.exe" | executed | success |
2024-03-17T17:50:22 | june-exec | server-01-main | 192.168.1.172 | wmic diskdrive get caption,model,size | executed | success |
2024-03-17T17:44:31 | dean-admin | server-01-main | 192.168.1.188 | wmic DATAFILE where "drive='C:' AND Name like '%password%'" GET Name, readable, size /VALUE | executed | success |
2024-03-17T17:26:02 | dean-admin | server-01-main | 192.168.1.188 | wmic share get name, path, type | executed | success |
2024-03-17T17:25:41 | dean-admin | server-01-main | 192.168.1.188 | wmic share get name, path, type | executed | success |
2024-03-17T17:19:59 | claire-exec | server-01-main | 192.168.1.158 | wmic os get lastbootuptime | executed | success |
2024-03-17T17:02:32 | dean-admin | server-01-main | 192.168.1.178 | wmic nteventlog where "logfile='Directory Service'" get filename, maximumsize, recordcount | executed | success |
2024-03-17T16:55:20 | dean-admin | server-02-main | 192.168.1.165 | wmic nteventlog where "logfile='Security'" get filename, recordcount | executed | success |
2024-03-17T16:48:39 | bill-exec | server-01-main | 192.168.1.188 | wmic printerport get name | executed | success |
2024-03-17T16:25:58 | dean-admin | server-01-main | 192.168.1.130 | wmic share get name, path, type | executed | success |
2024-03-17T16:07:22 | claire-exec | server-02-main | 192.168.1.142 | wmic nic get adaptertype | executed | success |
2024-03-17T15:55:42 | dean-admin | server-02-main | 192.168.1.102 | wmic nteventlog where "logfile='System'" get filename, maximumsize, recordcount | executed | success |
2024-03-17T15:45:01 | sophie-engineering | engineering-02-main | 192.168.1.163 | wmic ComputerSystem get Domain | executed | success |
2024-03-17T15:42:09 | june-exec | server-02-main | 192.168.1.110 | wmic environment get name,variablevalue | executed | success |
2024-03-17T15:23:01 | bill-exec | server-02-main | 192.168.1.177 | wmic nic get name, speed | executed | success |
2024-03-17T15:04:22 | dean-admin | server-01-main | 192.168.1.181 | wmic os get Version | executed | success |
2024-03-17T15:03:40 | claire-exec | server-01-main | 192.168.1.129 | wmic product get installlocation | executed | success |
2024-03-17T14:45:37 | dean-admin | server-02-main | 192.168.1.192 | wmic nteventlog where "logfile='Application'" get filename, maximumsize, recordcount | executed | success |
2024-03-17T14:16:43 | dean-admin | server-01-main | 192.168.1.135 | wmic share get name, path, type | executed | success |
2024-03-17T14:15:20 | dean-admin | server-01-main | 192.168.1.135 | wmic share get name, path, type | executed | success |
2024-03-17T13:58:23 | bill-exec | server-01-main | 192.168.1.134 | wmic process get caption | executed | success |
2024-03-17T13:48:56 | dean-admin | server-02-main | 192.168.1.183 | wmic process where "name like '%svchost%'" get processid | executed | success |
2024-03-17T13:48:16 | claire-exec | server-02-main | 192.168.1.168 | wmic logicaldisk get deviceid | executed | success |
2024-03-17T13:30:56 | june-exec | server-01-main | 192.168.1.166 | wmic startupcommand get command,location | executed | success |
2024-03-17T13:20:54 | sophie-engineering | engineering-02-main | 192.168.1.149 | wmic DiskDrive get MediaType | executed | success |
2024-03-17T12:38:57 | dean-admin | server-01-main | 192.168.1.182 | wmic logicaldisk get description, volumename, filesystem | executed | success |
2024-03-17T12:33:45 | bill-exec | server-02-main | 192.168.1.186 | wmic bootconfig get name | executed | success |
2024-03-17T12:31:59 | claire-exec | server-01-main | 192.168.1.187 | wmic bios get version | executed | success |
2024-03-17T11:23:44 | june-exec | server-02-main | 192.168.1.137 | wmic printerconfig get caption,drivername,portname | executed | success |
2024-03-17T11:20:34 | claire-exec | server-02-main | 192.168.1.150 | wmic service get pathname | executed | success |
2024-03-17T11:09:08 | bill-exec | server-02-main | 192.168.1.109 | wmic sounddev get caption | executed | success |
2024-03-17T11:02:43 | sophie-engineering | engineering-01-main | 192.168.1.136 | wmic UserAccount get FullName | executed | success |
2024-03-17T10:05:27 | claire-exec | server-01-main | 192.168.1.125 | wmic computersystem get domain | executed | success |
2024-03-17T09:44:30 | bill-exec | server-02-main | 192.168.1.104 | wmic csproduct get name | executed | success |
2024-03-17T09:16:31 | june-exec | server-01-main | 192.168.1.145 | wmic netuse get name,username | executed | success |
2024-03-17T08:54:51 | claire-exec | server-02-main | 192.168.1.112 | wmic qfe get description | executed | success |
2024-03-17T08:45:35 | sophie-engineering | engineering-02-main | 192.168.1.191 | wmic LogicalDisk get FileSystem | executed | success |
2024-03-17T08:32:43 | dean-admin | server-01-main | 192.168.1.105 | wmic service where started=true get name, startname | executed | success |
2024-03-17T08:22:24 | june-exec | server-02-main | 192.168.1.120 | wmic nicconfig get ipaddress,subnetmask | executed | success |
2024-03-17T08:20:52 | bill-exec | server-01-main | 192.168.1.142 | wmic printer get name, status | executed | success |
2024-03-17T07:56:38 | claire-exec | server-01-main | 192.168.1.195 | wmic startup get name | executed | success |
2024-03-17T07:52:32 | sophie-engineering | engineering-01-main | 192.168.1.194 | wmic BIOS get Version | executed | success |
2024-03-17T07:20:56 | dean-admin | server-01-main | 192.168.1.148 | wmic systemenclosure get manufacturer | executed | success |
2024-03-17T07:14:30 | dean-admin | server-02-main | 192.168.1.119 | wmic nicconfig where "IPAddress!='192.168.1.150'" get caption, ipaddress | executed | success |
